id,label_0,label_1,label_2,label_3
100000,0.9999824103852456,1.6841750297801587e-05,3.7229180035817887e-07,3.755726562993701e-07
100001,4.0029103801792464e-05,0.0006935228280149293,0.9992664330756815,1.4992501684255695e-08
100002,1.6778604816874491e-06,1.1008620432086883e-07,8.393617537928575e-07,0.9999973726915602
100003,0.9999731444163137,1.6035274641644423e-05,1.078714460721091e-05,3.316443754343107e-08
100004,0.9999847164180767,2.957121375436697e-06,1.2191239597504034e-05,1.3522095043579008e-07
100005,0.9999855941265249,9.699893700002303e-06,4.6982520371072115e-06,7.727738048110936e-09
100006,0.9966312718345283,0.0032751695222764483,8.274923488296225e-05,1.0809408312405745e-05
100007,0.9999667174303605,1.009752282177274e-06,3.1591742402149294e-05,6.810749552589689e-07
100008,0.9998297555874853,0.00016510632896696233,5.02306398773212e-06,1.1501956011070386e-07
100009,8.290710677344303e-08,5.186984945191042e-10,1.853342511318231e-08,0.9999998980407696
100010,0.9999646965056759,2.358177235433131e-05,1.0594244312005568e-05,1.1274776578277748e-06
100011,0.9530186940089027,0.00025839438117537865,0.04672264196576572,2.6964415614513927e-07
100012,0.9982961739614705,0.001129755815905799,0.0005735210712031374,5.491514205368005e-07
100013,0.999927181983702,7.18435100577372e-05,9.734052783044477e-07,1.1009618383582541e-09
100014,0.9986691314891942,0.001143301895573383,0.00017469127685164587,1.2875338380872596e-05
100015,0.9998099187657712,0.00018857446251821153,1.5047592095897928e-06,2.0125010416272958e-09
100016,0.9999288797003955,6.997204877728942e-05,8.105813712423954e-07,3.3766945607799227e-07
100017,1.2620533358839673e-05,2.4205983202055414e-06,0.9999778677370154,7.091131305521129e-06
100018,0.006487898652651719,0.041347875479185926,0.9521581442003038,6.081667858537453e-06
100019,2.94690532807509e-05,1.9037822737629496e-07,4.86714936044261e-06,0.9999654734191313
100020,0.9999136059011582,4.310408134627801e-05,4.2407787664527e-05,8.822298310740509e-07
100021,1.1337722667708182e-06,3.3575735762445684e-09,5.0173877823818104e-08,0.9999988126962818
100022,0.9999543803404405,4.410978202726801e-05,7.88855799260515e-07,7.210217329369766e-07
100023,0.00024188731500125578,9.399235944662586e-09,2.4188142272802778e-05,0.9997339151434901
100024,0.9999916581694753,6.283364628595213e-06,1.9005689101021168e-06,1.5789698597415494e-07
100025,0.9999212715945989,2.8563001566025336e-05,5.0135894390964014e-05,2.9509444006104787e-08
100026,0.031954568091798044,0.0004165233802724181,0.9676187769075817,1.0131620347918652e-05
100027,0.9999491696852569,5.040105142892056e-05,1.3178179423646145e-07,2.9748151984141563e-07
100028,0.9999762892064995,1.3022186128517143e-05,1.0679388516284564e-05,9.218855808181797e-09
100029,0.9994724874647252,0.00027744482853622103,0.0002490372630497199,1.0304436888983163e-06
100030,0.9996809531159047,0.00031765044935419946,1.3487479848091753e-06,4.768675628231409e-08
100031,0.999897004150531,0.00010198241248624448,9.734009062544273e-07,4.003607645218125e-08
100032,0.027912439973486407,0.972056869114464,3.0446216015010586e-05,2.4469603458054333e-07
100033,0.9995514021459178,0.00043746400685965286,1.6249387339973742e-06,9.508908488568787e-06
100034,0.9998710213583006,0.00012858002755765998,3.766368768838214e-07,2.197726491896256e-08
100035,0.9998719507045444,0.00012282275016206693,5.1835212657125495e-06,4.302402793941951e-08
100036,0.9999423656100731,1.1577763674904243e-06,5.6304716871966345e-05,1.7189668755866582e-07
100037,0.99993169858975,6.822278736711329e-05,4.421230437981456e-08,3.441057852492181e-08
100038,0.9995832606749471,0.00012697834652725847,0.00028581639672893854,3.944581796773861e-06
100039,0.5508494854718221,0.0037369639856498437,0.0004527836114276822,0.4449607669311003
100040,0.9998600621634148,0.00013899272018115267,9.416960469016605e-07,3.420357060764073e-09
100041,0.9982172386136107,0.0017824183844311584,3.4181266133270616e-07,1.1892967747358564e-09
100042,0.9999682409749984,2.7171651913549488e-05,4.311828347426343e-06,2.755447406788476e-07
100043,0.9994793409542462,0.0005204276713041582,2.0178955642905193e-07,2.9584893106738717e-08
100044,0.9999966544113785,1.4252388245964124e-06,1.9074015964104417e-06,1.2948200361141944e-08
100045,0.9995507085256987,0.0004446460710900976,4.589236573290716e-06,5.6166637828676e-08
100046,0.9999853609236947,5.619103103719362e-06,8.711761523327177e-06,3.082116781351132e-07
100047,0.013917527916005059,0.0011548785630537313,0.984925587773193,2.0057477482567248e-06
100048,0.001025188571188235,7.835094117285158e-05,0.007147542843365414,0.9917489176442735
100049,0.9987496592156224,0.0012257931257550461,9.755589486843976e-06,1.4792069135600875e-05
100050,0.987668239072649,0.00017572733226945688,0.012141988302909553,1.4045292171992067e-05
100051,0.999915001019892,3.611732330689503e-05,3.943308304014639e-05,9.44857376111812e-06
100052,7.391588200496644e-05,5.305169347083086e-06,0.9999207504768567,2.847179119504086e-08
100053,1.574179111361351e-05,3.523466355489376e-07,0.9999838924585018,1.3403748912482835e-08
100054,0.999983599107076,6.047175568997961e-06,1.0265676641795085e-05,8.804071300727064e-08
100055,0.9996940755129744,0.0002678715262112183,3.785901979246713e-05,1.939410219883114e-07
100056,0.9999891268567206,6.0771110603074625e-06,4.720339686081493e-06,7.569253303854359e-08
100057,0.9999626087849981,2.0541885292292167e-05,1.681451727811241e-05,3.481243146029937e-08
100058,0.9997713508487577,6.832742383169147e-05,0.000159330314379154,9.914130315431303e-07
100059,0.999975250326419,1.8681567072397052e-05,6.061703302706736e-06,6.403205907364191e-09
100060,0.9998735136550223,0.00012403276987029105,2.424259847910542e-06,2.931525932547279e-08
100061,0.9990505938455387,0.0009352694001450396,1.403150767559471e-05,1.0524664082400697e-07
100062,0.9996628889747068,0.00033670764519421235,2.888450723398472e-07,1.1453502660348559e-07
100063,2.0165269166018444e-05,5.865893559648196e-08,1.4670644667697293e-06,0.9999783090074315
100064,0.9999417692347989,1.9685765109386056e-05,3.847645026582674e-05,6.854982589392324e-08
100065,0.9999245086788797,7.543756037764167e-05,2.85904944392443e-08,2.517024825732648e-08
100066,0.9985853191957321,0.00141029109398746,3.6866083466783196e-06,7.031019337803485e-07
100067,1.170690320294887e-05,6.058265506798114e-08,0.9999873880717397,8.444424022326257e-07
100068,5.669885528639035e-05,4.334505846150643e-06,0.999938817349759,1.492891085157189e-07
